"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9470254,0.0214114,0.8856442,0.97634,"     ",""
"S g12 c1 a16 t5",0.9519327,0.017917,0.9018911,0.9770981,"     ",""
"S g12 c1 a20 t9",0.7197423,0.0690038,0.5677534,0.8339212,"     ",""
"S g13 c1 a25 t12",0.7635568,0.0378126,0.6817376,0.8295994,"     ",""
"S g17 c1 a25 t8",0.9613944,0.0131616,0.9255282,0.9803538,"     ",""
"S g21 c1 a25 t4",0.9574099,0.0134527,0.9217218,0.9772292,"     ",""
"S g61 c1 a73 t12",0.6619302,0.1423121,0.3601864,0.8719566,"     ",""
"S g65 c1 a73 t8",0.9378836,0.0412879,0.7901033,0.9837565,"     ",""
"S g69 c1 a73 t4",0.931645,0.0462582,0.7664758,0.982638,"     ",""
"r g17 c1 a25 t8",0.4947553,0.1669731,0.2091275,0.7838481,"     ",""
"r g65 c1 a73 t8",0.2924543,0.215464,0.0509615,0.7608582,"     ",""
"R g12 c1 a12 t1",0.0273029,0.0051254,0.0188661,0.0393613,"     ",""
"R g12 c1 a16 t5",0.0456093,0.0075178,0.0329433,0.0628287,"     ",""
"R g12 c1 a20 t9",0.0259862,0.0057697,0.0167799,0.0400378,"     ",""
"R g13 c1 a25 t12",0.0361827,0.0057926,0.0263937,0.049418,"     ",""
"R g17 c1 a25 t8",0.0630074,0.0043989,0.0549164,0.0721995,"     ",""
"R g21 c1 a25 t4",0.037996,0.0044561,0.0301639,0.0477615,"     ",""
"R g61 c1 a73 t12",0.0183138,0.0074437,0.0082184,0.0403064,"     ",""
"R g65 c1 a73 t8",0.0323355,0.0122347,0.0152907,0.0670861,"     ",""
"R g69 c1 a73 t4",0.0192495,0.0076114,0.0088273,0.0414622,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
