"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,1628,0,0,0,0,0.0013,0.0019,6891,5016,235,137,384,98,18,1575,6891,18,5016
2,3638735.88307626,2494434.91980856,322533,0.129253367294227,0.0645180510234625,61247,1531,NA,0,NA,0,0.0029,0.0042,14951,10546,515,285,985,230,27,1842,8060,77,10546
3,3510488.93571679,2407147.84066455,106794,0.0443194499071432,0.0221224761126094,44701,1118,NA,0,NA,0,0.0035,0.0051,17620,12188,219,120,401,99,21,623,2669,16,12188
4,3472218.84401788,2395405.26137884,150136,0.0626314263710158,0.0312630738128393,86829,2171,NA,0,NA,0,0.0042,0.006,21372,14455,394,207,689,187,23,852,3752,32,14455
5,3403699.78592611,2362907.21651825,207055,0.0875700411128721,0.0437114212102957,119947,2999,NA,0,NA,0,0.0051,0.0074,26546,17419,663,346,1134,317,41,1291,5174,61,17419
6,3309390.30963143,2306903.38176601,255978,0.110908941206503,0.0553612557840029,138537,3463,NA,0,NA,0,0.0064,0.0091,32942,21024,946,508,1873,438,73,1514,6396,99,21024
7,3174110.98711464,2226105.86003469,385425,0.173083137986633,0.0863960990857792,226157,5654,NA,0,NA,0,0.0082,0.0117,42575,26119,1913,1255,2567,658,98,2225,9633,247,26119
8,2963282.97602687,2091231.30694538,150831,0.0720709170542172,0.035974885615374,99605,2490,NA,0,NA,0,0.0094,0.0133,46343,27731,854,439,1498,415,60,894,3768,88,27731
9,2843486.96462129,2036069.94736068,78266,0.0383839669878841,0.019159723204502,66288,1657,NA,0,NA,0,0.01,0.0139,48297,28358,440,243,898,197,33,447,1954,40,28358
10,2760182.12663535,2005663.3769905,38416,0.019084869960835,0.00952639486061806,38846,971,NA,0,NA,0,0.0103,0.0142,49254,28494,229,120,455,109,25,224,957,16,28494
11,2698074.93947856,1988088.39175936,40122,0.0201171945934056,0.0100416895466385,43409,1085,NA,0,NA,0,0.0106,0.0144,50254,28554,262,138,447,124,16,253,1000,11,28554
12,2636842.07453077,1967248.08201191,126118,0.0640543179895995,0.0319733237349142,63366,1584,NA,0,NA,0,0.0113,0.0151,53404,29787,811,429,1592,382,64,701,3150,57,29787
