"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8195393,0.0421282,0.722103,0.8881062,"     ",""
"S g12 c1 a16 t5",0.9292664,0.0234057,0.8673291,0.963505,"     ",""
"S g12 c1 a20 t9",0.6309819,0.0771336,0.4718166,0.765974,"     ",""
"S g13 c1 a25 t12",0.7734127,0.0415347,0.6820364,0.8445158,"     ",""
"S g17 c1 a25 t8",0.9632695,0.011794,0.9317177,0.9805463,"     ",""
"S g21 c1 a25 t4",0.9006511,0.0180509,0.8592509,0.9308538,"     ",""
"S g61 c1 a73 t12",0.7141898,0.1371769,0.4009855,0.9031742,"     ",""
"S g65 c1 a73 t8",0.9504929,0.0338651,0.8240891,0.9874503,"     ",""
"S g69 c1 a73 t4",0.8690538,0.0759677,0.6420342,0.9608731,"     ",""
"r g17 c1 a25 t8",0.6109439,0.1959037,0.2379164,0.8876242,"     ",""
"r g65 c1 a73 t8",0.2205416,0.1963812,0.0292665,0.7264295,"     ",""
"R g12 c1 a12 t1",0.0360818,0.0069488,0.0246791,0.0524696,"     ",""
"R g12 c1 a16 t5",0.0573479,0.010139,0.0404201,0.0807682,"     ",""
"R g12 c1 a20 t9",0.0272004,0.0067128,0.0167217,0.0439519,"     ",""
"R g13 c1 a25 t12",0.0317944,0.0055861,0.0224925,0.044767,"     ",""
"R g17 c1 a25 t8",0.0666847,0.0047925,0.0578836,0.076715,"     ",""
"R g21 c1 a25 t4",0.042111,0.0049698,0.0333782,0.0530032,"     ",""
"R g61 c1 a73 t12",0.0140711,0.0063262,0.005805,0.0337091,"     ",""
"R g65 c1 a73 t8",0.0301174,0.0125069,0.0132388,0.0670528,"     ",""
"R g69 c1 a73 t4",0.0187482,0.008094,0.0080017,0.043298,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
