"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8992908,0.0406734,0.7873688,0.9556213,"     ",""
"S g12 c1 a16 t5",0.896973,0.032177,0.8148117,0.9451367,"     ",""
"S g12 c1 a20 t9",0.7082295,0.0837794,0.5230204,0.8430971,"     ",""
"S g14 c1 a25 t12",0.8193082,0.0475465,0.7072731,0.8948397,"     ",""
"S g18 c1 a25 t8",0.9420731,0.0224918,0.8787964,0.973318,"     ",""
"S g22 c1 a25 t4",0.9434403,0.0227536,0.8785178,0.9746674,"     ",""
"S g62 c1 a73 t12",0.9697403,0.0251915,0.8562611,0.9942332,"     ",""
"S g65 c1 a73 t8",0.9913752,0.0061364,0.9657034,0.9978734,"     ",""
"S g69 c1 a73 t4",0.9915891,0.0075313,0.9525683,0.9985572,"     ",""
"r g18 c1 a25 t8",0.1418538,0.0552835,0.0635601,0.2870294,"     ",""
"r g65 c1 a73 t8",0.9999774,0.02045,2.45661e-304,1,"     ",""
"R g12 c1 a12 t1",0.0163636,0.0040829,0.0100173,0.0266225,"     ",""
"R g12 c1 a16 t5",0.0292087,0.0064917,0.0188471,0.0450055,"     ",""
"R g12 c1 a20 t9",0.0167334,0.0048774,0.009429,0.0295276,"     ",""
"R g14 c1 a25 t12",0.0238184,0.0051436,0.015569,0.0362777,"     ",""
"R g18 c1 a25 t8",0.0413537,0.004323,0.0336636,0.0507082,"     ",""
"R g22 c1 a25 t4",0.0232957,0.0036461,0.0171241,0.0316202,"     ",""
"R g62 c1 a73 t12",0.006687,0.0031305,0.0026657,0.0166731,"     ",""
"R g65 c1 a73 t8",0.011762,0.0053135,0.004835,0.0283306,"     ",""
"R g69 c1 a73 t4",0.0065378,0.0031345,0.002549,0.0166639,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
