"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3648665.04347472,2496797.50511202,322838,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3468080.76523797,2397361.15036799,106360,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,3e-04,1000,749,9,4,27,5,33,235,1000,1,749
4,3538877.67411134,2410248.59322585,151065,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,4e-04,6e-04,2000,1446,46,26,89,20,127,234,1000,1,1446
5,3462446.81078498,2377961.73852586,208374,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,4e-04,6e-04,2000,1371,52,30,86,22,131,0,0,8,1371
6,3359064.05797154,2321565.08079589,257603,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,4e-04,6e-04,2000,1297,58,28,115,30,166,0,0,6,1297
7,3235638.74724874,2244992.86888024,388695,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,4e-04,5e-04,2000,1177,100,73,112,27,203,0,0,7,1177
8,3018783.72760822,2110332.10301107,152208,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,4e-04,5e-04,2000,1123,40,23,67,17,103,0,0,3,1123
9,2897301.33463602,2056262.83038408,79043,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,4e-04,5e-04,2000,1092,13,6,41,7,51,0,0,1,1092
10,2812421.20750125,2026923.33459455,38824,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,4e-04,5e-04,2000,1068,9,4,14,5,23,0,0,1,1068
11,2748869.8287712,2010393.65577963,40570,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,4e-04,5e-04,2000,1036,11,8,7,3,18,0,0,0,1036
12,2686278.18356234,1990532.72979411,127608,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,4e-04,5e-04,2000,999,23,15,68,8,90,0,0,3,999
