"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3639946.44879061,2494722.96679852,322570,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3478512.01802164,2399576.19531023,106458,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,3e-04,5e-04,1500,1113,19,14,33,5,48,347,1500,3,1113
4,3458331.81994632,2391147.59651159,149869,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,6e-04,9e-04,3000,2164,58,31,99,27,149,343,1500,5,2164
5,3483799.59332324,2380618.25257165,208605,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,6e-04,9e-04,3000,2064,60,34,137,26,186,0,0,8,2064
6,3371870.84931392,2322939.94937261,257756,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,6e-04,8e-04,3000,1964,71,33,160,38,218,0,0,10,1964
7,3260401.01247218,2249678.74765679,389505,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,6e-04,8e-04,3000,1804,136,83,183,53,308,0,0,17,1804
8,3042401.50402633,2115575.55257852,152586,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,6e-04,8e-04,3000,1728,48,29,86,19,129,0,0,4,1728
9,2921069.28075418,2062287.07781811,79273,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,6e-04,8e-04,3000,1676,30,16,60,14,87,0,0,0,1676
10,2836315.37631876,2033700.35941573,38952,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,6e-04,8e-04,3000,1637,14,10,28,4,41,0,0,0,1637
11,2772080.39848777,2017720.01571535,40718,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,6e-04,8e-04,3000,1604,10,5,17,5,24,0,0,1,1604
12,2708833.12763255,1998378.80084635,128111,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,6e-04,8e-04,3000,1539,40,20,79,20,113,0,0,2,1539
