"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8858049,0.0248485,0.8273721,0.9262225,"     ",""
"S g12 c1 a16 t5",0.9403849,0.0163427,0.899077,0.9654354,"     ",""
"S g12 c1 a20 t9",0.7506166,0.0517947,0.6363562,0.8381089,"     ",""
"S g14 c1 a25 t12",0.8043894,0.0321358,0.7337351,0.8598758,"     ",""
"S g18 c1 a25 t8",0.9556566,0.0118403,0.925725,0.9738667,"     ",""
"S g22 c1 a25 t4",0.9137764,0.0149977,0.8794839,0.938988,"     ",""
"S g62 c1 a73 t12",0.7361023,0.14855,0.3838989,0.9258517,"     ",""
"S g66 c1 a73 t8",0.9359731,0.0491868,0.7452752,0.9864937,"     ",""
"S g70 c1 a73 t4",0.8778786,0.0840859,0.6071176,0.9709646,"     ",""
"r g18 c1 a25 t8",0.4475401,0.1187138,0.2401805,0.6749063,"     ",""
"r g66 c1 a73 t8",1.013418e-12,0,1.013418e-12,1.013418e-12,"     ",""
"R g12 c1 a12 t1",0.0276,0.0044844,0.0200465,0.0378896,"     ",""
"R g12 c1 a16 t5",0.0512896,0.0072137,0.0388589,0.0674178,"     ",""
"R g12 c1 a20 t9",0.0209009,0.004127,0.0141733,0.0307223,"     ",""
"R g14 c1 a25 t12",0.0286603,0.0041772,0.0215149,0.0380863,"     ",""
"R g18 c1 a25 t8",0.0695294,0.0043453,0.0614804,0.078544,"     ",""
"R g22 c1 a25 t4",0.0377505,0.0040222,0.0306112,0.046475,"     ",""
"R g62 c1 a73 t12",0.0166929,0.0072182,0.0071189,0.0386412,"     ",""
"R g66 c1 a73 t8",0.0412208,0.0166112,0.0185144,0.0892428,"     ",""
"R g70 c1 a73 t4",0.0220736,0.0092224,0.0096756,0.0495632,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
