"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.8774443,0.0889664,0.5858664,0.9731427,"     ",""
"S g12 c1 a17 t5",0.9861372,0.015432,0.8861551,0.9984641,"     ",""
"S g12 c1 a21 t9",0.718869,0.2438496,0.1937104,0.9645588,"     ",""
"S g13 c1 a25 t12",0.7663774,0.1104249,0.4947844,0.9165829,"     ",""
"S g17 c1 a25 t8",0.9891609,0.0095591,0.9408229,0.9980946,"     ",""
"S g21 c1 a25 t4",0.9018152,0.0525564,0.7415772,0.9671033,"     ",""
"S g59 c1 a73 t12",0.4368023,0.2914837,0.0706673,0.8877721,"     ",""
"S g62 c1 a73 t7",0.9557051,0.0316504,0.8328799,0.9894077,"     ",""
"S g63 c1 a73 t4",0.6846965,0.2043278,0.2535789,0.9327986,"     ",""
"r g17 c1 a25 t8",0.8419023,0.7393343,9.956642e-05,0.9999965,"     ",""
"r g62 c1 a73 t7",0.9999991,0.0044322,5.930606e-303,1,"     ",""
"R g12 c1 a13 t1",0.0081298,0.004236,0.0029187,0.0224354,"     ",""
"R g12 c1 a17 t5",0.019395,0.0087937,0.007928,0.0466674,"     ",""
"R g12 c1 a21 t9",0.006949,0.0044944,0.0019485,0.0244671,"     ",""
"R g13 c1 a25 t12",0.0165534,0.0071443,0.0070712,0.0382609,"     ",""
"R g17 c1 a25 t8",0.0454148,0.0070973,0.033365,0.0615394,"     ",""
"R g21 c1 a25 t4",0.0193345,0.006046,0.010443,0.0355247,"     ",""
"R g59 c1 a73 t12",0.0200036,0.0162591,0.0040008,0.0939772,"     ",""
"R g62 c1 a73 t7",0.054547,0.0360587,0.0144426,0.1850989,"     ",""
"R g63 c1 a73 t4",0.0233506,0.0171901,0.0054271,0.0948242,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
