"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,1954,0,0,0,0,0.0016,0.0023,8270,5983,254,133,495,121,26,1918,8270,24,5983
2,3637910.55855904,2494238.53869508,322507,0.129253367294227,0.0645180510234625,61247,1837,NA,0,NA,0,0.0035,0.005,17940,12556,667,337,1173,330,57,2233,9670,80,12556
3,3530410.31007798,2411862.72215447,107003,0.0443194499071432,0.0221224761126094,44701,1341,NA,0,NA,0,0.0041,0.006,21147,14529,256,127,486,129,24,726,3207,19,14529
4,3477611.8419065,2397280.27026304,150253,0.0626314263710158,0.0312630738128393,86829,2605,NA,0,NA,0,0.0049,0.0072,25652,17200,468,273,873,195,43,1072,4505,29,17200
5,3470245.18265478,2379478.65398108,208505,0.0875700411128721,0.0437114212102957,119947,3598,NA,0,NA,0,0.006,0.0088,31903,20888,749,400,1428,349,68,1500,6251,62,20888
6,3405853.66039382,2332612.87770123,258830,0.110908941206503,0.0553612557840029,138537,4156,NA,0,NA,0,0.0074,0.0108,39665,25135,1158,597,2172,561,99,1913,7762,142,25135
7,3243345.76598924,2248178.79241247,389245,0.173083137986633,0.0863960990857792,226157,6785,NA,0,NA,0,0.0096,0.0139,51340,31245,2305,1492,3010,813,167,2724,11675,291,31245
8,3029290.70434001,2114347.03293294,152498,0.0720709170542172,0.035974885615374,99605,2988,NA,0,NA,0,0.011,0.0158,55912,33370,937,518,1966,419,73,1061,4572,81,33370
9,2907735.89908157,2060529.36662535,79206,0.0383839669878841,0.019159723204502,66288,1989,NA,0,NA,0,0.0117,0.0166,58286,34127,548,309,1001,239,49,557,2374,36,34127
10,2822480.47696884,2031366.57623629,38908,0.019084869960835,0.00952639486061806,38846,1165,NA,0,NA,0,0.0121,0.0169,59449,34257,271,145,506,126,30,269,1163,11,34257
11,2758676.75440404,2015033.81880372,40664,0.0201171945934056,0.0100416895466385,43409,1302,NA,0,NA,0,0.0124,0.017,60665,34343,320,164,556,156,18,302,1216,15,34343
12,2695832.61625947,1995356.88021862,127917,0.0640543179895995,0.0319733237349142,63366,1901,NA,0,NA,0,0.0133,0.0179,64500,35749,988,536,1858,452,64,924,3835,81,35749
