"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9184133,0.0304556,0.8353922,0.9614922,"     ",""
"S g12 c1 a16 t5",0.948513,0.024762,0.8721118,0.9803025,"     ",""
"S g12 c1 a20 t9",0.6724708,0.0873342,0.4855564,0.8170599,"     ",""
"S g14 c1 a25 t12",0.6971215,0.0459363,0.6004189,0.7790339,"     ",""
"S g18 c1 a25 t8",0.9538149,0.0182369,0.9017127,0.9789426,"     ",""
"S g22 c1 a25 t4",0.9265748,0.0191379,0.8790943,0.9563355,"     ",""
"S g62 c1 a73 t12",0.8381547,0.1251082,0.4593148,0.9692974,"     ",""
"S g66 c1 a73 t8",0.9789328,0.0206841,0.8668016,0.9969952,"     ",""
"S g68 c1 a73 t4",0.9659789,0.0316457,0.8113493,0.9946936,"     ",""
"r g18 c1 a25 t8",0.4814317,0.1865455,0.1767035,0.8006288,"     ",""
"r g66 c1 a73 t8",0.2612707,0.3510272,0.0099119,0.925897,"     ",""
"R g12 c1 a12 t1",0.0302594,0.006775,0.0194598,0.0467665,"     ",""
"R g12 c1 a16 t5",0.0501028,0.0100966,0.0336314,0.0740232,"     ",""
"R g12 c1 a20 t9",0.0224306,0.0064988,0.0126728,0.0394018,"     ",""
"R g14 c1 a25 t12",0.0321662,0.0069536,0.0210016,0.0489691,"     ",""
"R g18 c1 a25 t8",0.0709769,0.0061941,0.0597546,0.0841183,"     ",""
"R g22 c1 a25 t4",0.0432426,0.0060155,0.0328722,0.0566929,"     ",""
"R g62 c1 a73 t12",0.0159588,0.0063565,0.0072823,0.0346127,"     ",""
"R g66 c1 a73 t8",0.0359405,0.0125542,0.017996,0.0704937,"     ",""
"R g68 c1 a73 t4",0.0215787,0.0080998,0.0102907,0.0446893,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
