"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8290384,0.0447223,0.7231968,0.900005,"     ",""
"S g12 c1 a16 t5",0.948218,0.0210464,0.8876951,0.9769704,"     ",""
"S g12 c1 a20 t9",0.7640568,0.0622135,0.6221407,0.8642982,"     ",""
"S g14 c1 a25 t12",0.8126392,0.0344826,0.735626,0.8711477,"     ",""
"S g18 c1 a25 t8",0.9608246,0.0148492,0.9188277,0.9815299,"     ",""
"S g22 c1 a25 t4",0.8665771,0.0233119,0.8139444,0.9060395,"     ",""
"S g62 c1 a73 t12",0.7375696,0.1368001,0.4129299,0.9182359,"     ",""
"S g66 c1 a73 t8",0.9408032,0.0425851,0.7802562,0.986137,"     ",""
"S g70 c1 a73 t4",0.8080131,0.1120111,0.5054801,0.9454416,"     ",""
"r g18 c1 a25 t8",0.3279768,0.1230013,0.140499,0.5930169,"     ",""
"r g66 c1 a73 t8",0.1177059,0.1035561,0.0185462,0.4850282,"     ",""
"R g12 c1 a12 t1",0.0200281,0.0039811,0.013547,0.0295171,"     ",""
"R g12 c1 a16 t5",0.0329158,0.0059744,0.023018,0.0468656,"     ",""
"R g12 c1 a20 t9",0.0171003,0.0040225,0.0107666,0.0270581,"     ",""
"R g14 c1 a25 t12",0.0213981,0.003426,0.0156194,0.0292512,"     ",""
"R g18 c1 a25 t8",0.0410226,0.0033252,0.0349786,0.0480589,"     ",""
"R g22 c1 a25 t4",0.025043,0.0031039,0.0196282,0.0319029,"     ",""
"R g62 c1 a73 t12",0.0145046,0.0064872,0.0060107,0.0345841,"     ",""
"R g66 c1 a73 t8",0.0279878,0.0117721,0.0121796,0.0630053,"     ",""
"R g70 c1 a73 t4",0.0169957,0.0074208,0.0071872,0.0396553,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
