"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9007325,0.0372244,0.8004976,0.9535304,"     ",""
"S g12 c1 a16 t5",0.9546897,0.019869,0.8954427,0.9810742,"     ",""
"S g12 c1 a20 t9",0.7494568,0.0705843,0.5887842,0.8620584,"     ",""
"S g14 c1 a25 t12",0.7829209,0.0352116,0.706137,0.8440722,"     ",""
"S g18 c1 a25 t8",0.9621269,0.0143655,0.9214489,0.9821477,"     ",""
"S g22 c1 a25 t4",0.9162492,0.0226181,0.859933,0.9512074,"     ",""
"S g62 c1 a73 t12",0.9306101,0.043645,0.7809774,0.9805607,"     ",""
"S g66 c1 a73 t8",0.989525,0.0053535,0.9716928,0.996168,"     ",""
"S g70 c1 a73 t4",0.9760085,0.0167049,0.9094973,0.9939644,"     ",""
"r g18 c1 a25 t8",0.3038894,0.1141446,0.1316514,0.5569385,"     ",""
"r g66 c1 a73 t8",0.9999861,0,0.9999861,0.9999861,"     ",""
"R g12 c1 a12 t1",0.0148301,0.0031955,0.00971,0.0225885,"     ",""
"R g12 c1 a16 t5",0.0170603,0.0035384,0.0113473,0.0255752,"     ",""
"R g12 c1 a20 t9",0.0095769,0.0024406,0.0058057,0.0157592,"     ",""
"R g14 c1 a25 t12",0.0197487,0.0032211,0.0143316,0.0271569,"     ",""
"R g18 c1 a25 t8",0.0349002,0.002843,0.0297369,0.0409221,"     ",""
"R g22 c1 a25 t4",0.0304101,0.0034067,0.0243979,0.0378463,"     ",""
"R g62 c1 a73 t12",0.004011,0.0018658,0.0016097,0.0099588,"     ",""
"R g66 c1 a73 t8",0.0071767,0.0032446,0.0029522,0.0173409,"     ",""
"R g70 c1 a73 t4",0.0062303,0.0028961,0.0025003,0.0154391,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
