"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9024626,0.0317011,0.820393,0.9493468,"     ",""
"S g12 c1 a16 t5",0.9150597,0.026516,0.846627,0.9545962,"     ",""
"S g12 c1 a20 t9",0.7159934,0.0666374,0.5701285,0.8273514,"     ",""
"S g14 c1 a25 t12",0.7925534,0.0384414,0.7072607,0.8579851,"     ",""
"S g18 c1 a25 t8",0.942283,0.0170167,0.8983926,0.967892,"     ",""
"S g22 c1 a25 t4",0.9334295,0.0157825,0.8949931,0.95845,"     ",""
"S g62 c1 a73 t12",0.741339,0.1838143,0.3045146,0.9493948,"     ",""
"S g66 c1 a73 t8",0.924513,0.0740551,0.6047956,0.9899006,"     ",""
"S g69 c1 a73 t4",0.9131849,0.079685,0.5946211,0.9869162,"     ",""
"r g18 c1 a25 t8",0.3123392,0.0912817,0.1649025,0.5109439,"     ",""
"r g66 c1 a73 t8",0.1729104,0.1612515,0.0224204,0.6558445,"     ",""
"R g12 c1 a12 t1",0.0302435,0.0061166,0.020302,0.0448304,"     ",""
"R g12 c1 a16 t5",0.0372508,0.0072072,0.0254314,0.0542575,"     ",""
"R g12 c1 a20 t9",0.0174077,0.0043795,0.0106118,0.0284306,"     ",""
"R g14 c1 a25 t12",0.0305406,0.00537,0.0216012,0.0430167,"     ",""
"R g18 c1 a25 t8",0.0643731,0.0049558,0.0553158,0.0747961,"     ",""
"R g22 c1 a25 t4",0.0525422,0.0054654,0.0428051,0.0643454,"     ",""
"R g62 c1 a73 t12",0.0195086,0.0094709,0.0074826,0.0498907,"     ",""
"R g66 c1 a73 t8",0.041645,0.0185687,0.0171587,0.0976038,"     ",""
"R g69 c1 a73 t4",0.0338401,0.0150168,0.0140371,0.0793322,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
