"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.823685,0.0561979,0.686341,0.908874,"     ",""
"S g12 c1 a16 t5",0.9387503,0.0282275,0.8541302,0.9756795,"     ",""
"S g12 c1 a20 t9",0.7059754,0.0883375,0.510448,0.846841,"     ",""
"S g13 c1 a25 t12",0.8395991,0.0358774,0.7564094,0.8982018,"     ",""
"S g17 c1 a25 t8",0.9709406,0.012692,0.9325948,0.9877584,"     ",""
"S g21 c1 a25 t4",0.9105889,0.0241777,0.8505346,0.9479893,"     ",""
"S g61 c1 a73 t12",0.4867321,0.1611266,0.2112834,0.7704826,"     ",""
"S g65 c1 a73 t8",0.8582208,0.0919109,0.5793439,0.9637747,"     ",""
"S g69 c1 a73 t4",0.6485143,0.1622607,0.3137375,0.8816066,"     ",""
"r g17 c1 a25 t8",0.4017504,0.1770263,0.136838,0.7399003,"     ",""
"r g65 c1 a73 t8",0.0508753,0.053913,0.0059729,0.3234854,"     ",""
"R g12 c1 a12 t1",0.0195441,0.0057058,0.0109982,0.0344987,"     ",""
"R g12 c1 a16 t5",0.0181013,0.0052484,0.0102287,0.0318381,"     ",""
"R g12 c1 a20 t9",0.0106038,0.0035554,0.0054857,0.0203991,"     ",""
"R g13 c1 a25 t12",0.0205959,0.0036737,0.0145027,0.0291733,"     ",""
"R g17 c1 a25 t8",0.034909,0.0033633,0.0288845,0.0421357,"     ",""
"R g21 c1 a25 t4",0.0376401,0.004811,0.0292657,0.0482917,"     ",""
"R g61 c1 a73 t12",0.0218924,0.0132741,0.0065971,0.070145,"     ",""
"R g65 c1 a73 t8",0.0370724,0.0217027,0.0115587,0.1124936,"     ",""
"R g69 c1 a73 t4",0.0399658,0.0233949,0.0124434,0.1209088,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
