"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8995743,0.0392546,0.7926289,0.9545298,"     ",""
"S g12 c1 a16 t5",0.9492361,0.0245226,0.8733618,0.9806577,"     ",""
"S g12 c1 a20 t9",0.7779111,0.0721126,0.6071689,0.8881162,"     ",""
"S g14 c1 a25 t12",0.8425169,0.0371221,0.7555993,0.9025117,"     ",""
"S g18 c1 a25 t8",0.9661707,0.0158707,0.9168503,0.9866622,"     ",""
"S g22 c1 a25 t4",0.9318871,0.0233135,0.8694548,0.9656414,"     ",""
"S g62 c1 a73 t12",0.5791678,0.1626603,0.2711706,0.8358142,"     ",""
"S g66 c1 a73 t8",0.8801968,0.0777656,0.6338737,0.9689231,"     ",""
"S g70 c1 a73 t4",0.7787379,0.1028016,0.5222208,0.9189162,"     ",""
"r g18 c1 a25 t8",0.2881869,0.1334085,0.1016631,0.5915721,"     ",""
"r g66 c1 a73 t8",0.0678247,0.0569344,0.0123022,0.2982609,"     ",""
"R g12 c1 a12 t1",0.0148693,0.0033637,0.0095316,0.0231262,"     ",""
"R g12 c1 a16 t5",0.0241857,0.0049797,0.0161259,0.0361257,"     ",""
"R g12 c1 a20 t9",0.0109856,0.002882,0.0065611,0.0183389,"     ",""
"R g14 c1 a25 t12",0.0175397,0.003118,0.0123674,0.0248207,"     ",""
"R g18 c1 a25 t8",0.0383098,0.0033769,0.0322132,0.045506,"     ",""
"R g22 c1 a25 t4",0.0236848,0.0032403,0.0180995,0.0309394,"     ",""
"R g62 c1 a73 t12",0.0177478,0.0084778,0.0069175,0.0447701,"     ",""
"R g66 c1 a73 t8",0.0387546,0.0166512,0.0165113,0.0882735,"     ",""
"R g70 c1 a73 t4",0.023964,0.010576,0.0100192,0.0562155,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
