"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3641903.13125537,2495188.54787983,322630,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3462429.62049616,2395809.41667701,106292,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,3e-04,5e-04,1500,1145,14,7,38,7,47,329,1500,1,1145
4,3418509.94603826,2381232.67340833,149248,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,6e-04,9e-04,3000,2200,44,22,108,22,147,367,1500,2,2200
5,3533033.31008933,2390679.87111074,209487,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,6e-04,9e-04,3000,2107,65,29,161,36,221,0,0,8,2107
6,3432295.08011076,2337243.87166728,259343,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,6e-04,9e-04,3000,1994,77,41,172,36,239,0,0,11,1994
7,3358236.92690796,2274744.53957649,393844,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,5e-04,8e-04,3000,1831,130,92,208,38,326,0,0,16,1831
8,3120217.51939138,2138774.03412504,154258,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,6e-04,8e-04,3000,1751,54,24,115,30,161,0,0,7,1751
9,2995870.38428679,2086997.37553524,80221,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,6e-04,8e-04,3000,1707,23,11,67,12,87,0,0,0,1707
10,2907567.30048318,2059669.11757332,39448,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,6e-04,8e-04,3000,1674,15,9,23,6,36,0,0,0,1674
11,2841359.36555855,2045190.10732701,41273,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,6e-04,8e-04,3000,1641,15,7,26,8,40,0,0,0,1641
12,2776223.27343381,2027258.43667723,129962,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,6e-04,8e-04,3000,1568,47,28,91,19,134,0,0,6,1568
