"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8788152,0.0770534,0.6371864,0.967684,"     ",""
"S g12 c1 a18 t5",0.9378261,0.0472865,0.7547525,0.9866544,"     ",""
"S g12 c1 a22 t9",0.6987939,0.161316,0.3406016,0.9124351,"     ",""
"S g12 c1 a25 t12",0.7393842,0.0933396,0.5233247,0.879973,"     ",""
"S g16 c1 a25 t8",0.9485751,0.0337977,0.8258998,0.9862495,"     ",""
"S g20 c1 a25 t4",0.898664,0.0452151,0.7701786,0.9591294,"     ",""
"S g57 c1 a73 t12",0.4004334,0.3492675,0.0371482,0.9203904,"     ",""
"S g61 c1 a73 t8",0.8128152,0.2078916,0.2297513,0.9844272,"     ",""
"S g65 c1 a73 t3",0.6761287,0.3118986,0.1134821,0.9714666,"     ",""
"r g16 c1 a25 t8",0.1052404,0.0750171,0.0240858,0.3591947,"     ",""
"r g61 c1 a73 t8",0.1148472,0.125434,0.0114236,0.5929724,"     ",""
"R g12 c1 a14 t1",0.0237759,0.0099613,0.0103928,0.0534616,"     ",""
"R g12 c1 a18 t5",0.0377703,0.0146316,0.0175189,0.0795369,"     ",""
"R g12 c1 a22 t9",0.0181145,0.0098142,0.0062168,0.0515993,"     ",""
"R g12 c1 a25 t12",0.0237387,0.0094922,0.010778,0.0514739,"     ",""
"R g16 c1 a25 t8",0.0491915,0.0081493,0.0354652,0.0678566,"     ",""
"R g20 c1 a25 t4",0.0311021,0.0075103,0.0193152,0.0497173,"     ",""
"R g57 c1 a73 t12",0.0177117,0.0223508,0.0014516,0.1827707,"     ",""
"R g61 c1 a73 t8",0.0369468,0.0434215,0.0034966,0.2955079,"     ",""
"R g65 c1 a73 t3",0.0232502,0.0279652,0.0021257,0.2100995,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
