"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.958146,0.0465154,0.7021104,0.9955227,"     ",""
"S g12 c1 a18 t5",0.9814552,0.0239877,0.799902,0.9985748,"     ",""
"S g12 c1 a22 t9",0.7555034,0.1778151,0.3189565,0.9532444,"     ",""
"S g12 c1 a25 t12",0.6887004,0.0854919,0.5031182,0.8285844,"     ",""
"S g16 c1 a25 t8",0.9742871,0.0243973,0.8488892,0.9961025,"     ",""
"S g20 c1 a25 t4",0.9424961,0.0376112,0.807912,0.9845847,"     ",""
"S g60 c1 a73 t11",1,6.037714e-05,2.032833e-301,1,"     ",""
"S g63 c1 a73 t8",1,3.525243e-06,0.9999931,1.0000069,"     ",""
"S g66 c1 a73 t4",1,8.149701e-06,0.999984,1.000016,"     ",""
"r g16 c1 a25 t8",0.4988968,0.4700439,0.0243737,0.9754155,"     ",""
"r g63 c1 a73 t8",8.540416e-06,0,8.540416e-06,8.540416e-06,"     ",""
"R g12 c1 a14 t1",0.0223908,0.0094394,0.0097405,0.0506305,"     ",""
"R g12 c1 a18 t5",0.0180457,0.007406,0.0080356,0.0400224,"     ",""
"R g12 c1 a22 t9",0.014877,0.0075305,0.005486,0.0397018,"     ",""
"R g12 c1 a25 t12",0.024879,0.0084339,0.0127434,0.0480096,"     ",""
"R g16 c1 a25 t8",0.0301131,0.0050443,0.0216526,0.0417384,"     ",""
"R g20 c1 a25 t4",0.0372536,0.007891,0.0245241,0.0562098,"     ",""
"R g60 c1 a73 t11",0.0191157,0.0081515,0.0082437,0.0436946,"     ",""
"R g63 c1 a73 t8",0.0231661,0.0093912,0.0104048,0.0507758,"     ",""
"R g66 c1 a73 t4",0.0287081,0.0125354,0.0120976,0.0665881,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
