"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8590667,0.0769398,0.6369137,0.9549173,"     ",""
"S g12 c1 a18 t5",0.8992529,0.0518376,0.7441179,0.9647845,"     ",""
"S g12 c1 a22 t9",0.7042511,0.1702909,0.3241267,0.9220204,"     ",""
"S g12 c1 a25 t12",0.7973236,0.1017797,0.5337444,0.9311261,"     ",""
"S g17 c1 a25 t8",0.9364921,0.0372989,0.8118055,0.9805481,"     ",""
"S g21 c1 a25 t4",0.9096678,0.0520034,0.7444414,0.9720771,"     ",""
"S g61 c1 a73 t11",0.9520564,0.0493607,0.7045468,0.9939891,"     ",""
"S g65 c1 a73 t8",0.9867435,0.0095474,0.946816,0.9967971,"     ",""
"S g69 c1 a73 t4",0.9807071,0.0199231,0.8658432,0.9975085,"     ",""
"r g17 c1 a25 t8",0.2070578,0.1186448,0.0595744,0.5183919,"     ",""
"r g65 c1 a73 t8",0.9999997,0.0007695228,1.749732e-302,1,"     ",""
"R g12 c1 a14 t1",0.0167954,0.0076124,0.0068731,0.0404583,"     ",""
"R g12 c1 a18 t5",0.0321166,0.0128558,0.0145381,0.0694516,"     ",""
"R g12 c1 a22 t9",0.0185922,0.010345,0.006197,0.054423,"     ",""
"R g12 c1 a25 t12",0.0243114,0.0100836,0.0107144,0.0542182,"     ",""
"R g17 c1 a25 t8",0.0418187,0.0081037,0.0285237,0.060922,"     ",""
"R g21 c1 a25 t4",0.0219742,0.0064372,0.0123371,0.0388435,"     ",""
"R g61 c1 a73 t11",0.0048423,0.0037014,0.0010786,0.0214569,"     ",""
"R g65 c1 a73 t8",0.0084509,0.0060672,0.0020576,0.0340317,"     ",""
"R g69 c1 a73 t4",0.0043684,0.0033829,0.0009544156,0.0197533,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
