"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.933892,0.0377422,0.8099769,0.9790877,"     ",""
"S g12 c1 a16 t5",0.9453398,0.0318153,0.8380265,0.9829967,"     ",""
"S g12 c1 a20 t9",0.6838397,0.1292301,0.4012959,0.8746832,"     ",""
"S g14 c1 a25 t12",0.7995765,0.0593458,0.6587696,0.8918215,"     ",""
"S g18 c1 a25 t8",0.9696042,0.0190639,0.8997776,0.9912543,"     ",""
"S g22 c1 a25 t4",0.9630396,0.0188758,0.9021064,0.9866084,"     ",""
"S g60 c1 a73 t12",0.4871221,0.2627764,0.1078342,0.8818442,"     ",""
"S g64 c1 a73 t6",0.8836452,0.1072045,0.4959399,0.9832269,"     ",""
"S g65 c1 a73 t1",0.8611739,0.1288928,0.428484,0.9808889,"     ",""
"r g18 c1 a25 t8",0.6886605,0.426219,0.043008,0.9908982,"     ",""
"r g64 c1 a73 t6",0.3206325,0.2962633,0.0317798,0.8715683,"     ",""
"R g12 c1 a12 t1",0.0395007,0.0105561,0.0232832,0.066248,"     ",""
"R g12 c1 a16 t5",0.0517249,0.0125352,0.0319965,0.0825795,"     ",""
"R g12 c1 a20 t9",0.0212808,0.0076797,0.010445,0.0428707,"     ",""
"R g14 c1 a25 t12",0.0283831,0.0077225,0.0165933,0.0481397,"     ",""
"R g18 c1 a25 t8",0.0682789,0.0077213,0.0546131,0.0850567,"     ",""
"R g22 c1 a25 t4",0.0523585,0.0091837,0.0370177,0.0735712,"     ",""
"R g60 c1 a73 t12",0.011145,0.0096309,0.0020286,0.058815,"     ",""
"R g64 c1 a73 t6",0.0274962,0.022329,0.0054727,0.1268443,"     ",""
"R g65 c1 a73 t1",0.020872,0.0172829,0.0040466,0.1005895,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
