"","estimate","se","lcl","ucl","fixed","note"
"S g13 c1 a14 t1",0.9026782,0.1035099,0.4795032,0.989405,"     ",""
"S g13 c1 a18 t5",0.9680981,0.0280805,0.8362517,0.9944849,"     ",""
"S g13 c1 a22 t9",0.70204,0.2016355,0.2626426,0.9397064,"     ",""
"S g13 c1 a25 t12",0.8601631,0.0842737,0.609071,0.9604517,"     ",""
"S g17 c1 a25 t8",0.9875349,0.0029652,0.9801625,0.9921893,"     ",""
"S g21 c1 a25 t4",0.9603405,0.0412443,0.7435421,0.9950797,"     ",""
"S g61 c1 a73 t12",0.4958053,0.6853374,0.0045403,0.9953054,"     ",""
"S g64 c1 a73 t8",0.9268213,0.1825638,0.0608272,0.9995964,"     ",""
"S g67 c1 a73 t3",0.7947065,0.3960572,0.0321535,0.9977879,"     ",""
"r g17 c1 a25 t8",0.9999987,0.0018092,4.243579e-303,1,"     ",""
"r g64 c1 a73 t8",0.1538228,0.3106675,0.0016871,0.9513475,"     ",""
"R g13 c1 a14 t1",0.0188441,0.008551,0.0076984,0.0453886,"     ",""
"R g13 c1 a18 t5",0.0330981,0.0133652,0.0148737,0.0720199,"     ",""
"R g13 c1 a22 t9",0.0164854,0.0086,0.0058919,0.0452591,"     ",""
"R g13 c1 a25 t12",0.0154337,0.0052456,0.0079055,0.0299144,"     ",""
"R g17 c1 a25 t8",0.0310198,0.0049204,0.0226992,0.0422586,"     ",""
"R g21 c1 a25 t4",0.0176446,0.0053144,0.0097521,0.0317197,"     ",""
"R g61 c1 a73 t12",0.0045186,0.0071051,0.0002052758,0.0911968,"     ",""
"R g64 c1 a73 t8",0.0091846,0.0139647,0.0004577681,0.1579843,"     ",""
"R g67 c1 a73 t3",0.0051741,0.0080057,0.0002466462,0.0988116,"     ",""
"p g13 c1 a15 t2",0,0,0,0,"Fixed",""
"r g13 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g13 c1 a14 t1",1,0,1,1,"Fixed",""
