"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.6917189,0.0749212,0.5298495,0.8170959,"     ",""
"S g12 c1 a17 t5",0.8809595,0.0451736,0.7608346,0.945103,"     ",""
"S g12 c1 a21 t9",0.4770298,0.1082376,0.2804312,0.6810133,"     ",""
"S g13 c1 a25 t12",0.7632357,0.0461176,0.6615698,0.84167,"     ",""
"S g17 c1 a25 t8",0.9631728,0.0152867,0.9182879,0.9838361,"     ",""
"S g21 c1 a25 t4",0.8880141,0.0289125,0.817689,0.9334207,"     ",""
"S g61 c1 a73 t12",0.6756567,0.1476534,0.3573903,0.886399,"     ",""
"S g65 c1 a73 t8",0.9441374,0.0394093,0.7962221,0.9865057,"     ",""
"S g69 c1 a73 t3",0.8367163,0.0914108,0.5799587,0.9500451,"     ",""
"r g17 c1 a25 t8",0.3129641,0.1305181,0.1217416,0.5995148,"     ",""
"r g65 c1 a73 t8",0.077156,0.0875279,0.0074578,0.4819441,"     ",""
"R g12 c1 a13 t1",0.0130454,0.0046982,0.0064232,0.0263141,"     ",""
"R g12 c1 a17 t5",0.0291769,0.0097759,0.01505,0.0558127,"     ",""
"R g12 c1 a21 t9",0.0134339,0.005456,0.0060398,0.0296101,"     ",""
"R g13 c1 a25 t12",0.0186063,0.0041735,0.0119684,0.0288183,"     ",""
"R g17 c1 a25 t8",0.040164,0.0040881,0.0328743,0.0489884,"     ",""
"R g21 c1 a25 t4",0.018071,0.0033745,0.0125186,0.0260212,"     ",""
"R g61 c1 a73 t12",0.0116718,0.0057578,0.0044202,0.0304563,"     ",""
"R g65 c1 a73 t8",0.025403,0.0112783,0.0105604,0.059845,"     ",""
"R g69 c1 a73 t3",0.0113337,0.0053965,0.0044406,0.0286195,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
