"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3660778.83890779,2499679.91146973,323211,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3463270.15795278,2396587.45968159,106326,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,1e-04,2e-04,500,361,6,4,11,2,16,128,500,0,361
4,3384731.9651185,2373780.55109452,148781,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,2e-04,3e-04,1000,726,17,8,40,9,56,110,500,2,726
5,3321233.12504047,2339805.36590619,205031,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,2e-04,3e-04,1000,694,18,10,59,8,72,0,0,4,694
6,3259771.00410926,2289214.17746031,254015,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,2e-04,3e-04,1000,661,24,9,62,15,84,0,0,2,661
7,3122945.66810818,2206778.18691112,382080,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,2e-04,3e-04,1000,615,34,18,61,16,95,0,0,1,615
8,2910421.10270768,2070336.16493733,149326,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,2e-04,3e-04,1000,592,16,8,41,8,56,0,0,3,592
9,2793989.58145036,2014653.63266258,77444,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,2e-04,3e-04,1000,577,7,4,16,3,22,0,0,0,577
10,2712141.97717777,1983353.32104156,37992,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,2e-04,3e-04,1000,570,3,2,10,1,14,0,0,1,570
11,2651249.88343294,1964863.11701039,39655,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,2e-04,3e-04,1000,556,8,3,5,5,12,0,0,1,556
12,2591236.58727791,1943186.44129282,124576,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,2e-04,3e-04,1000,537,11,6,30,5,37,0,0,0,537
