"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.823966,0.0599517,0.675535,0.9132181,"     ",""
"S g12 c1 a16 t5",0.9049789,0.0388846,0.7969799,0.9585169,"     ",""
"S g12 c1 a20 t9",0.4419175,0.1116874,0.2458276,0.6579616,"     ",""
"S g13 c1 a25 t12",0.7241848,0.0498696,0.6167933,0.8107163,"     ",""
"S g17 c1 a25 t8",0.969306,0.0139244,0.9265729,0.9875046,"     ",""
"S g21 c1 a25 t4",0.9394685,0.0181844,0.8923916,0.9667182,"     ",""
"S g61 c1 a73 t12",0.5334231,0.2167637,0.1717659,0.8630607,"     ",""
"S g65 c1 a73 t8",0.9322065,0.0609858,0.6747356,0.989148,"     ",""
"S g69 c1 a73 t4",0.8711009,0.1024949,0.530364,0.9758694,"     ",""
"r g17 c1 a25 t8",0.5992116,0.2707428,0.1409479,0.9316173,"     ",""
"r g65 c1 a73 t8",0.228807,0.2251672,0.0237498,0.7834741,"     ",""
"R g12 c1 a12 t1",0.0485265,0.0113349,0.0305587,0.0762283,"     ",""
"R g12 c1 a16 t5",0.0621673,0.0139018,0.0398836,0.095661,"     ",""
"R g12 c1 a20 t9",0.0314672,0.0099479,0.016847,0.0580265,"     ",""
"R g13 c1 a25 t12",0.0308366,0.0067821,0.0199862,0.0472933,"     ",""
"R g17 c1 a25 t8",0.0609602,0.005288,0.0513831,0.0721865,"     ",""
"R g21 c1 a25 t4",0.0475708,0.0062059,0.0367824,0.0613221,"     ",""
"R g61 c1 a73 t12",0.0171757,0.0096711,0.0056534,0.050978,"     ",""
"R g65 c1 a73 t8",0.0344283,0.017779,0.0123449,0.0923229,"     ",""
"R g69 c1 a73 t4",0.0267007,0.014105,0.0093795,0.0736315,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
