"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8810813,0.023193,0.82762,0.9195736,"     ",""
"S g12 c1 a16 t5",0.930365,0.0157219,0.8925127,0.9555512,"     ",""
"S g12 c1 a20 t9",0.7271965,0.0496523,0.6200788,0.8132104,"     ",""
"S g14 c1 a25 t12",0.7896587,0.0280557,0.7294442,0.839422,"     ",""
"S g18 c1 a25 t8",0.949537,0.0113043,0.9221798,0.9676147,"     ",""
"S g22 c1 a25 t4",0.9125467,0.0141383,0.8805764,0.9365748,"     ",""
"S g62 c1 a73 t12",0.7185982,0.1349904,0.4083242,0.9042993,"     ",""
"S g66 c1 a73 t8",0.9275321,0.0476805,0.7611579,0.9809177,"     ",""
"S g70 c1 a73 t4",0.8765095,0.0753656,0.6445292,0.9652595,"     ",""
"r g18 c1 a25 t8",0.4643665,0.1019185,0.2797109,0.6593376,"     ",""
"r g66 c1 a73 t8",0.0518346,0.0575011,0.0054885,0.3512964,"     ",""
"R g12 c1 a12 t1",0.0355692,0.0050999,0.0268193,0.0470358,"     ",""
"R g12 c1 a16 t5",0.0427912,0.0057718,0.0328032,0.0556454,"     ",""
"R g12 c1 a20 t9",0.0209004,0.003812,0.0146007,0.0298359,"     ",""
"R g14 c1 a25 t12",0.0321212,0.0041444,0.0249196,0.0413159,"     ",""
"R g18 c1 a25 t8",0.0649845,0.003823,0.0578815,0.0728918,"     ",""
"R g22 c1 a25 t4",0.0542291,0.0043636,0.0462854,0.0634455,"     ",""
"R g62 c1 a73 t12",0.0198034,0.0076047,0.0092873,0.0417252,"     ",""
"R g66 c1 a73 t8",0.0405928,0.0146191,0.0198701,0.0811381,"     ",""
"R g70 c1 a73 t4",0.0337287,0.012334,0.016353,0.0682851,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
