"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,1954,0,0,0,0,0.0015,0.0023,8270,5919,263,128,469,135,26,1989,8270,28,5919
2,3637083.71332801,2494041.7957367,322482,0.129253367294227,0.0645180510234625,61247,1837,NA,0,NA,0,0.0034,0.005,17939,12411,637,338,1267,299,55,2352,9669,86,12411
3,3467190.29398246,2396794.59890691,106335,0.0443194499071432,0.0221224761126094,44701,1341,NA,0,NA,0,0.0041,0.006,21126,14314,260,148,491,112,21,786,3187,15,14314
4,3419827.73345344,2381550.74737396,149268,0.0626314263710158,0.0312630738128393,86829,2605,NA,0,NA,0,0.005,0.0071,25602,16994,486,270,796,216,36,1040,4476,39,16994
5,3380740.9373559,2354487.71487464,206318,0.0875700411128721,0.0437114212102957,119947,3598,NA,0,NA,0,0.0061,0.0088,31787,20701,738,414,1386,324,71,1433,6185,63,20701
6,3364498.5156345,2316468.34003759,257038,0.110908941206503,0.0553612557840029,138537,4156,NA,0,NA,0,0.0075,0.0108,39495,25112,1143,573,2155,570,103,1752,7708,145,25112
7,3204321.83252766,2231593.33093852,386375,0.173083137986633,0.0863960990857792,226157,6785,NA,0,NA,0,0.0097,0.0139,51084,31130,2364,1484,3093,880,162,2697,11589,282,31130
8,3009742.94666829,2101617.48889817,151580,0.0720709170542172,0.035974885615374,99605,2988,NA,0,NA,0,0.011,0.0158,55628,33106,1009,547,1931,462,97,1068,4544,103,33106
9,2888691.49034052,2047619.25990832,78709,0.0383839669878841,0.019159723204502,66288,1989,NA,0,NA,0,0.0117,0.0166,57987,33934,537,303,1071,234,56,519,2359,27,33934
10,2804330.47489122,2018335.14209125,38659,0.019084869960835,0.00952639486061806,38846,1165,NA,0,NA,0,0.0121,0.0169,59143,34039,274,149,548,125,22,302,1156,12,34039
11,2740934.91784945,2001764.06046691,40398,0.0201171945934056,0.0100416895466385,43409,1302,NA,0,NA,0,0.0125,0.0171,60351,34157,297,161,549,136,22,265,1208,11,34157
12,2678491.08820108,1981878.51363825,127056,0.0640543179895995,0.0319733237349142,63366,1901,NA,0,NA,0,0.0133,0.0179,64160,35565,1025,518,1849,507,84,883,3809,88,35565
