"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3645980.47304583,2496158.72737182,322755,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3486331.42963687,2401621.57247464,106549,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,2e-04,750,536,14,8,18,6,33,187,750,1,536
4,3398669.97465811,2377372.03266306,149006,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,3e-04,4e-04,1500,1066,24,11,52,13,73,172,750,0,1066
5,3354044.43584011,2348307.93956803,205777,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,3e-04,4e-04,1500,1011,35,16,73,19,107,0,0,1,1011
6,3382344.31301958,2320058.16220191,257436,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,3e-04,4e-04,1500,952,48,23,93,25,132,0,0,5,952
7,3263249.98232699,2245531.79293707,388788,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,3e-04,4e-04,1500,883,59,36,80,23,131,0,0,12,883
8,3054690.77037595,2114026.39951135,152474,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,3e-04,4e-04,1500,850,24,15,50,9,71,0,0,0,850
9,2934351.1824822,2061519.89518616,79244,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,3e-04,4e-04,1500,828,11,7,31,4,39,0,0,1,828
10,2848041.99017514,2033089.15637682,38941,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,3e-04,4e-04,1500,809,3,2,14,1,14,0,0,0,809
11,2783409.72028004,2017458.8658501,40713,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,3e-04,4e-04,1500,786,9,4,12,5,21,0,0,0,786
12,2719787.51212762,1998458.72567251,128117,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,3e-04,4e-04,1500,757,20,10,45,10,63,0,0,3,757
