"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8872317,0.0224934,0.8350882,0.9243808,"     ",""
"S g12 c1 a16 t5",0.9154068,0.0183396,0.8718398,0.9450962,"     ",""
"S g12 c1 a20 t9",0.7170157,0.0509404,0.6076956,0.8056169,"     ",""
"S g13 c1 a25 t12",0.8335738,0.025059,0.7785315,0.8770959,"     ",""
"S g17 c1 a25 t8",0.9553395,0.0094261,0.932765,0.9705737,"     ",""
"S g21 c1 a25 t4",0.9395869,0.0104542,0.9155418,0.9571071,"     ",""
"S g61 c1 a73 t12",0.7293494,0.0815078,0.5453802,0.8582252,"     ",""
"S g65 c1 a73 t8",0.9200577,0.0343164,0.8218113,0.9663527,"     ",""
"S g69 c1 a73 t4",0.8932511,0.044076,0.7717823,0.9539276,"     ",""
"r g17 c1 a25 t8",0.4717099,0.0983649,0.2917419,0.6593449,"     ",""
"r g65 c1 a73 t8",0.1215772,0.0718846,0.0356792,0.3411215,"     ",""
"R g12 c1 a12 t1",0.0353075,0.0048092,0.0270024,0.0460461,"     ",""
"R g12 c1 a16 t5",0.0540281,0.0068069,0.0421382,0.0690312,"     ",""
"R g12 c1 a20 t9",0.0265145,0.0043863,0.0191472,0.0366108,"     ",""
"R g13 c1 a25 t12",0.0315005,0.0034816,0.0253469,0.039088,"     ",""
"R g17 c1 a25 t8",0.0638486,0.0032296,0.0578034,0.0704787,"     ",""
"R g21 c1 a25 t4",0.0418758,0.0033557,0.0357707,0.0489699,"     ",""
"R g61 c1 a73 t12",0.0180049,0.005134,0.0102713,0.0313767,"     ",""
"R g65 c1 a73 t8",0.037024,0.0099609,0.0217522,0.0623348,"     ",""
"R g69 c1 a73 t4",0.0240455,0.0067019,0.0138815,0.0413394,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
