"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8532105,0.0339186,0.773677,0.908114,"     ",""
"S g12 c1 a16 t5",0.8982926,0.0255452,0.8362212,0.9385674,"     ",""
"S g12 c1 a20 t9",0.7008368,0.0719528,0.5445445,0.821115,"     ",""
"S g14 c1 a25 t12",0.8247365,0.0324996,0.7517728,0.8796857,"     ",""
"S g18 c1 a25 t8",0.9466413,0.0153631,0.9071859,0.969881,"     ",""
"S g22 c1 a25 t4",0.9211078,0.0184569,0.876498,0.9505139,"     ",""
"S g62 c1 a73 t12",0.93301,0.1899579,0.034791,0.9998142,"     ",""
"S g66 c1 a73 t8",0.9813115,0.0559172,0.1176208,0.9999517,"     ",""
"S g70 c1 a73 t4",0.9718757,0.0824591,0.0854635,0.9999217,"     ",""
"r g18 c1 a25 t8",0.1695547,0.0485123,0.0941426,0.2862837,"     ",""
"r g66 c1 a73 t8",0.1101985,0.3277348,0.0001769001,0.988596,"     ",""
"R g12 c1 a12 t1",0.0195769,0.003446,0.0138499,0.0276057,"     ",""
"R g12 c1 a16 t5",0.036862,0.0058004,0.0270345,0.0500782,"     ",""
"R g12 c1 a20 t9",0.0170607,0.0037151,0.0111182,0.0260953,"     ",""
"R g14 c1 a25 t12",0.0188369,0.0029145,0.0138983,0.0254851,"     ",""
"R g18 c1 a25 t8",0.0406147,0.0030739,0.0349999,0.0470863,"     ",""
"R g22 c1 a25 t4",0.0216094,0.0025217,0.0171821,0.0271459,"     ",""
"R g62 c1 a73 t12",0.0069775,0.0034972,0.0026059,0.0185461,"     ",""
"R g66 c1 a73 t8",0.0152575,0.0071145,0.0060875,0.0377165,"     ",""
"R g70 c1 a73 t4",0.0080187,0.0038309,0.0031353,0.020353,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
