"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8835117,0.0493186,0.7477945,0.9509837,"     ",""
"S g12 c1 a16 t5",0.9184066,0.0332948,0.8249201,0.9641444,"     ",""
"S g12 c1 a20 t9",0.5884329,0.1290979,0.3346296,0.8025488,"     ",""
"S g13 c1 a25 t12",0.7739158,0.0572107,0.6432933,0.866623,"     ",""
"S g17 c1 a25 t8",0.9642209,0.0165512,0.9132222,0.9857168,"     ",""
"S g21 c1 a25 t4",0.9478058,0.0220121,0.883609,0.9774959,"     ",""
"S g61 c1 a73 t12",0.8826338,0.3295511,0.0145192,0.9997396,"     ",""
"S g64 c1 a73 t8",0.9833902,0.0514661,0.1096135,0.9999649,"     ",""
"S g68 c1 a73 t3",0.9755467,0.0746772,0.0794828,0.9999458,"     ",""
"r g17 c1 a25 t8",0.5810421,0.2718006,0.1345451,0.9252187,"     ",""
"r g64 c1 a73 t8",2.088375e-07,0.0002036648,1.1616969977256e-315,1,"     ",""
"R g12 c1 a12 t1",0.0564162,0.0147173,0.033608,0.0932102,"     ",""
"R g12 c1 a16 t5",0.081971,0.0189399,0.0517021,0.1275768,"     ",""
"R g12 c1 a20 t9",0.0247492,0.0094958,0.0116009,0.0520152,"     ",""
"R g13 c1 a25 t12",0.0204206,0.0062002,0.0112277,0.03686,"     ",""
"R g17 c1 a25 t8",0.0683358,0.0076527,0.0547779,0.0849478,"     ",""
"R g21 c1 a25 t4",0.046815,0.0084711,0.0327459,0.0665132,"     ",""
"R g61 c1 a73 t12",0.0148675,0.0095568,0.0041832,0.0514317,"     ",""
"R g64 c1 a73 t8",0.0504235,0.0266333,0.0175364,0.1364222,"     ",""
"R g68 c1 a73 t3",0.0343359,0.0191492,0.0113336,0.0993328,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
