"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3641224.37197695,2495027.04110267,322609,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3485295.76562352,2401229.47123375,106532,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,3e-04,1000,733,10,6,21,4,30,245,1000,0,733
4,3457173.15168922,2391119.57107083,149867,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,4e-04,6e-04,2000,1448,45,27,76,18,116,218,1000,6,1448
5,3437965.75052914,2369915.4344124,207668,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,4e-04,6e-04,2000,1375,47,26,100,21,143,0,0,5,1375
6,3319183.24077018,2309187.64171609,256231,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,4e-04,6e-04,2000,1289,63,31,98,32,148,0,0,12,1289
7,3195019.56844687,2231339.62018594,386331,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,4e-04,5e-04,2000,1179,91,65,113,26,196,0,0,11,1179
8,2977572.39901471,2095520.21731879,151139,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,4e-04,5e-04,2000,1114,44,24,62,20,101,0,0,6,1114
9,2861766.95006018,2041717.52237502,78484,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,4e-04,5e-04,2000,1085,17,16,40,1,52,0,0,1,1085
10,2777810.23228127,2011682.5131149,38533,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,4e-04,5e-04,2000,1061,11,5,26,6,35,0,0,0,1061
11,2715185.8058127,1994484.85740564,40251,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,4e-04,5e-04,2000,1040,8,2,17,6,25,0,0,0,1040
12,2653482.2834099,1974003.61670237,126550,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,4e-04,5e-04,2000,998,29,12,56,17,82,0,0,1,998
