"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8488102,0.1081138,0.5185124,0.9669625,"     ",""
"S g12 c1 a16 t5",0.8994084,0.0849773,0.5865508,0.9825637,"     ",""
"S g12 c1 a20 t9",0.9999991,0.0006171934,5.8705e-303,1,"     ",""
"S g13 c1 a25 t12",0.9999991,0.0006149361,5.892056e-303,1,"     ",""
"S g17 c1 a25 t8",0.8997395,0.0642195,0.6897619,0.973134,"     ",""
"S g21 c1 a25 t4",0.8492799,0.0700626,0.6583973,0.9427713,"     ",""
"S g60 c1 a73 t11",0.9997253,0.1656562,2.02469e-305,1,"     ",""
"S g63 c1 a73 t8",0.029915,0,0.029915,0.029915,"     ",""
"S g65 c1 a73 t4",0.0189951,0,0.0189951,0.0189951,"     ",""
"r g17 c1 a25 t8",0.1629186,0.0983179,0.0452305,0.444321,"     ",""
"r g63 c1 a73 t8",7.197844e-07,0.0006342067,4.00393700049153e-315,1,"     ",""
"R g12 c1 a12 t1",0.0124524,0.0066589,0.0043439,0.0351622,"     ",""
"R g12 c1 a16 t5",0.029337,0.0143661,0.0111188,0.0751377,"     ",""
"R g12 c1 a20 t9",0.0050537,0.0032952,0.001404,0.0180199,"     ",""
"R g13 c1 a25 t12",0.0083925,0.0038309,0.0034216,0.0204374,"     ",""
"R g17 c1 a25 t8",0.0479456,0.0114146,0.029925,0.0759683,"     ",""
"R g21 c1 a25 t4",0.020578,0.0066547,0.0108799,0.0385836,"     ",""
"R g60 c1 a73 t11",4.677645e-08,7.537945e-05,2.60202701004701e-316,1,"     ",""
"R g63 c1 a73 t8",2.783307e-07,0.000448525,1.54826599941158e-315,1,"     ",""
"R g65 c1 a73 t4",1.161203e-07,0.0001871258,6.45940397716302e-316,1,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
