"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.9037305,0.0292418,0.8292911,0.9477548,"     ",""
"S g12 c1 a18 t5",0.964445,0.0223122,0.8834121,0.9898069,"     ",""
"S g12 c1 a22 t9",0.7446752,0.0731397,0.5784587,0.8610902,"     ",""
"S g12 c1 a25 t12",0.7208603,0.0774045,0.5485393,0.8458864,"     ",""
"S g17 c1 a25 t8",0.9600284,0.024969,0.8702835,0.9885032,"     ",""
"S g21 c1 a25 t4",0.8926117,0.0322178,0.8113693,0.9413909,"     ",""
"S g61 c1 a73 t11",2.562481e-07,0.0002828574,1.42542799937089e-315,1,"     ",""
"S g64 c1 a73 t8",2.383215e-06,0.0026307,1.32570999984173e-314,1,"     ",""
"S g67 c1 a73 t4",8.247773e-07,0.0009104231,4.58797999936327e-315,1,"     ",""
"r g17 c1 a25 t8",0.5236658,0.323325,0.0797444,0.9330987,"     ",""
"r g64 c1 a73 t8",2.851159e-25,6.11855e-17,-1.199236e-16,1.199236e-16,"     ",""
"R g12 c1 a14 t1",0.0338204,0.009847,0.0190226,0.0594322,"     ",""
"R g12 c1 a18 t5",0.0459698,0.0121274,0.02726,0.076511,"     ",""
"R g12 c1 a22 t9",0.023621,0.0096541,0.0105381,0.052091,"     ",""
"R g12 c1 a25 t12",0.0359041,0.0114818,0.0190684,0.0665951,"     ",""
"R g17 c1 a25 t8",0.0690526,0.0087297,0.0537837,0.0882519,"     ",""
"R g21 c1 a25 t4",0.0511296,0.0096021,0.0352694,0.0735778,"     ",""
"R g61 c1 a73 t11",0.0004417879,0,0.0004417879,0.0004417879,"     ",""
"R g64 c1 a73 t8",0.0008795381,0,0.0008795381,0.0008795381,"     ",""
"R g67 c1 a73 t4",0.0006391011,0,0.0006391011,0.0006391011,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
