"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8188179,0.0437906,0.7170384,0.8896234,"     ",""
"S g12 c1 a16 t5",0.9267067,0.0237387,0.8643785,0.9616609,"     ",""
"S g12 c1 a20 t9",0.70369,0.0753239,0.5391412,0.8282076,"     ",""
"S g14 c1 a25 t12",0.8035741,0.0370606,0.720831,0.8663402,"     ",""
"S g18 c1 a25 t8",0.956103,0.0147111,0.9163695,0.9774239,"     ",""
"S g22 c1 a25 t4",0.8861709,0.0231834,0.8322622,0.9243293,"     ",""
"S g62 c1 a73 t12",0.9067742,0.0845887,0.5777681,0.9857426,"     ",""
"S g66 c1 a73 t8",0.9810553,0.0191608,0.8728576,0.9974465,"     ",""
"S g70 c1 a73 t4",0.9487435,0.0490224,0.7195945,0.9925653,"     ",""
"r g18 c1 a25 t8",0.2534956,0.085845,0.1224759,0.4524146,"     ",""
"r g66 c1 a73 t8",0.1584587,0.2149666,0.0079282,0.8160607,"     ",""
"R g12 c1 a12 t1",0.0239774,0.0048501,0.0161021,0.0355653,"     ",""
"R g12 c1 a16 t5",0.0440344,0.0078482,0.0309732,0.0622496,"     ",""
"R g12 c1 a20 t9",0.0186425,0.004696,0.011356,0.0304604,"     ",""
"R g14 c1 a25 t12",0.0189283,0.0034223,0.0132659,0.0269417,"     ",""
"R g18 c1 a25 t8",0.0446918,0.0038,0.037808,0.0527601,"     ",""
"R g22 c1 a25 t4",0.024343,0.003353,0.018568,0.0318557,"     ",""
"R g62 c1 a73 t12",0.0046895,0.0021559,0.0019018,0.0115162,"     ",""
"R g66 c1 a73 t8",0.0112955,0.0049397,0.0047781,0.0264661,"     ",""
"R g70 c1 a73 t4",0.0060561,0.0027653,0.0024701,0.014771,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
