"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.8798478,0.0551512,0.7248145,0.9531807,"     ",""
"S g12 c1 a17 t5",0.945009,0.0314824,0.8397846,0.9825605,"     ",""
"S g12 c1 a21 t9",0.6661571,0.1232928,0.4023319,0.855384,"     ",""
"S g13 c1 a25 t12",0.7661281,0.0547054,0.6429417,0.8563128,"     ",""
"S g17 c1 a25 t8",0.9657674,0.0206956,0.8921419,0.9897145,"     ",""
"S g21 c1 a25 t4",0.9232049,0.0300604,0.8396566,0.9650326,"     ",""
"S g60 c1 a73 t11",0.9123915,0.2649203,0.0154774,0.9998551,"     ",""
"S g63 c1 a73 t8",0.9889734,0.0373567,0.0981531,0.9999865,"     ",""
"S g65 c1 a73 t2",0.974502,0.0820807,0.0556616,0.9999596,"     ",""
"r g17 c1 a25 t8",0.6163697,0.3680903,0.0706379,0.9713982,"     ",""
"r g63 c1 a73 t8",7.90066e-07,0.0008484338,4.39489200077928e-315,1,"     ",""
"R g12 c1 a13 t1",0.0427369,0.0130275,0.0233585,0.0769254,"     ",""
"R g12 c1 a17 t5",0.0430005,0.0126476,0.02401,0.0758441,"     ",""
"R g12 c1 a21 t9",0.0204831,0.0081469,0.0093468,0.0442945,"     ",""
"R g13 c1 a25 t12",0.0295738,0.0081297,0.0171905,0.0504199,"     ",""
"R g17 c1 a25 t8",0.0614576,0.0077099,0.0479725,0.0784211,"     ",""
"R g21 c1 a25 t4",0.061088,0.0102911,0.0437689,0.0846536,"     ",""
"R g60 c1 a73 t11",0.0221832,0.0129362,0.0069995,0.0680473,"     ",""
"R g63 c1 a73 t8",0.0464808,0.0227667,0.0174993,0.11771,"     ",""
"R g65 c1 a73 t2",0.0461969,0.0232177,0.0169513,0.1197526,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
