"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8671712,0.0414188,0.7633962,0.9296262,"     ",""
"S g12 c1 a16 t5",0.9581501,0.0175836,0.9064837,0.9818433,"     ",""
"S g12 c1 a20 t9",0.8442977,0.0500672,0.7199228,0.9196085,"     ",""
"S g13 c1 a25 t12",0.8361628,0.0352603,0.7550032,0.8942042,"     ",""
"S g17 c1 a25 t8",0.9556512,0.0159233,0.9116474,0.9782616,"     ",""
"S g21 c1 a25 t4",0.8600333,0.0236492,0.8069796,0.9003061,"     ",""
"S g61 c1 a73 t12",0.5191194,0.1216076,0.2935333,0.7371707,"     ",""
"S g65 c1 a73 t8",0.8200773,0.0773436,0.6199819,0.9271877,"     ",""
"S g69 c1 a73 t4",0.5651602,0.1146161,0.3425428,0.7642722,"     ",""
"r g17 c1 a25 t8",0.221907,0.0790223,0.1041808,0.4115491,"     ",""
"r g65 c1 a73 t8",0.113358,0.062321,0.036537,0.3012038,"     ",""
"R g12 c1 a12 t1",0.016016,0.0031479,0.010884,0.0235104,"     ",""
"R g12 c1 a16 t5",0.0267129,0.0047986,0.0187565,0.0379139,"     ",""
"R g12 c1 a20 t9",0.0099459,0.0023285,0.0062801,0.0157177,"     ",""
"R g13 c1 a25 t12",0.0160948,0.0026711,0.0116166,0.0222605,"     ",""
"R g17 c1 a25 t8",0.0427798,0.0033312,0.0367063,0.0498063,"     ",""
"R g21 c1 a25 t4",0.0258198,0.0029269,0.020663,0.0322211,"     ",""
"R g61 c1 a73 t12",0.0182963,0.0088668,0.0070325,0.0467517,"     ",""
"R g65 c1 a73 t8",0.0484517,0.0218316,0.0197309,0.1141124,"     ",""
"R g69 c1 a73 t4",0.0293119,0.0135939,0.0116994,0.0715195,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
