"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3644537.71691987,2495815.4320394,322711,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3478687.99308302,2399758.68015421,106467,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,1e-04,2e-04,500,373,9,6,11,3,19,106,500,0,373
4,3454889.95138342,2390470.06915517,149826,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,2e-04,3e-04,1000,733,14,9,39,5,49,115,500,2,733
5,3418288.35856182,2365060.49442659,207243,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,2e-04,3e-04,1000,708,16,8,61,8,76,0,0,3,708
6,3313197.29597632,2306991.61680647,255988,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,2e-04,3e-04,1000,662,35,27,48,8,76,0,0,3,662
7,3200087.61936849,2231623.03494473,386379,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,2e-04,3e-04,1000,593,62,36,55,26,109,0,0,7,593
8,2976153.20400976,2094464.25847563,151064,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,2e-04,3e-04,1000,572,16,10,33,6,46,0,0,2,572
9,2857288.40356739,2039916.42421268,78413,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,2e-04,3e-04,1000,554,6,4,17,2,22,0,0,0,554
10,2773812.30065796,2009879.08619789,38497,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,2e-04,3e-04,1000,543,1,0,8,1,9,0,0,0,543
11,2711296.38631164,1992604.56052446,40211,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,2e-04,3e-04,1000,526,7,2,10,5,17,0,0,0,526
12,2649696.85085962,1972053.35919857,126425,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,2e-04,3e-04,1000,513,11,6,38,5,47,0,0,1,513
