"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8719373,0.0905897,0.581294,0.9709232,"     ",""
"S g12 c1 a18 t5",0.7502529,0.1079261,0.4927536,0.9028158,"     ",""
"S g12 c1 a22 t9",0.5841617,0.2446633,0.1632544,0.9100277,"     ",""
"S g12 c1 a25 t12",0.8501165,0.0848202,0.6060592,0.9543599,"     ",""
"S g16 c1 a25 t8",0.9238325,0.0494628,0.7535883,0.9796347,"     ",""
"S g20 c1 a25 t4",0.9649003,0.0281011,0.8439026,0.992897,"     ",""
"S g60 c1 a73 t12",0.3663533,0.3026459,0.0429753,0.8815736,"     ",""
"S g64 c1 a73 t8",0.5528485,0.2649305,0.1314344,0.9099241,"     ",""
"S g66 c1 a73 t1",0.7369978,0.2178966,0.2363286,0.9620851,"     ",""
"r g16 c1 a25 t8",0.1729408,0.1049755,0.0472713,0.4684354,"     ",""
"r g64 c1 a73 t8",0.0581429,0.0581083,0.007655,0.3306618,"     ",""
"R g12 c1 a14 t1",0.0086172,0.0065116,0.0019474,0.0372769,"     ",""
"R g12 c1 a18 t5",0.0096405,0.007287,0.0021761,0.0416402,"     ",""
"R g12 c1 a22 t9",0.0049157,0.0042017,0.000916545,0.0259115,"     ",""
"R g12 c1 a25 t12",0.016552,0.0069801,0.0072103,0.0375393,"     ",""
"R g16 c1 a25 t8",0.0321006,0.0067487,0.0212071,0.0483136,"     ",""
"R g20 c1 a25 t4",0.0287625,0.0070063,0.0177916,0.0461804,"     ",""
"R g60 c1 a73 t12",0.0259083,0.0288662,0.0028183,0.2001931,"     ",""
"R g64 c1 a73 t8",0.0498009,0.0507987,0.0063515,0.3005698,"     ",""
"R g66 c1 a73 t1",0.0447072,0.0449046,0.0059248,0.2687254,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
