"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8967762,0.0240052,0.8393815,0.935244,"     ",""
"S g12 c1 a16 t5",0.9602365,0.0126982,0.9263822,0.9788773,"     ",""
"S g12 c1 a20 t9",0.7065449,0.0536189,0.591893,0.7998773,"     ",""
"S g13 c1 a25 t12",0.7819074,0.0245645,0.7299717,0.8262319,"     ",""
"S g17 c1 a25 t8",0.9729431,0.0073314,0.9541974,0.9841442,"     ",""
"S g21 c1 a25 t4",0.9282465,0.0117868,0.9014294,0.9481872,"     ",""
"S g61 c1 a73 t12",0.9151921,0.0457109,0.772841,0.9716141,"     ",""
"S g65 c1 a73 t8",0.9908455,0.0045828,0.9757328,0.9965796,"     ",""
"S g69 c1 a73 t4",0.9749617,0.0145922,0.9234648,0.992105,"     ",""
"r g17 c1 a25 t8",0.7784288,0.2099213,0.2443509,0.97447,"     ",""
"r g65 c1 a73 t8",0.9999077,0.0312993,3.185434e-285,1,"     ",""
"R g12 c1 a12 t1",0.0372823,0.0047816,0.0289627,0.0478738,"     ",""
"R g12 c1 a16 t5",0.0482809,0.005758,0.038168,0.0609037,"     ",""
"R g12 c1 a20 t9",0.0183012,0.0030145,0.0132401,0.0252475,"     ",""
"R g13 c1 a25 t12",0.0244878,0.0028247,0.0195209,0.0306789,"     ",""
"R g17 c1 a25 t8",0.0639417,0.0030878,0.05815,0.0702673,"     ",""
"R g21 c1 a25 t4",0.0495612,0.0036983,0.0427948,0.0573334,"     ",""
"R g61 c1 a73 t12",0.0127572,0.0029366,0.0081155,0.0200002,"     ",""
"R g65 c1 a73 t8",0.0339692,0.0070568,0.0225496,0.0508711,"     ",""
"R g69 c1 a73 t4",0.0261413,0.0057804,0.0169102,0.0402054,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
