"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3643746.41503746,2495627.14641172,322687,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3483744.10267069,2400937.51585933,106519,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,3e-04,4e-04,1250,941,12,8,36,4,42,282,1250,0,941
4,3479481.20936253,2396454.37520032,150200,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,5e-04,8e-04,2500,1858,40,20,86,20,124,258,1250,3,1858
5,3466743.80362391,2377477.52750448,208332,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,5e-04,7e-04,2500,1768,61,35,124,26,174,0,0,7,1768
6,3358458.59403938,2320105.36423003,257442,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,5e-04,7e-04,2500,1658,86,46,127,40,205,0,0,8,1658
7,3279461.39334239,2254142.62629895,390277,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,5e-04,7e-04,2500,1524,111,62,154,49,257,0,0,8,1524
8,3057872.81315171,2119764.46341898,152888,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,5e-04,7e-04,2500,1455,49,19,102,30,147,0,0,2,1455
9,2935054.52121526,2066579.66277175,79438,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,5e-04,7e-04,2500,1411,28,11,51,17,77,0,0,2,1411
10,2848875.91011913,2038056.56789336,39036,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,5e-04,7e-04,2500,1370,14,6,17,8,29,0,0,0,1370
11,2784300.56851208,2022345.88933738,40812,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,5e-04,7e-04,2500,1335,12,5,22,7,30,0,0,0,1335
12,2720711.67209469,2003253.49978971,128422,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,5e-04,6e-04,2500,1288,29,19,65,10,92,0,0,6,1288
