"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.809268,0.0733679,0.6256558,0.9150485,"     ",""
"S g12 c1 a16 t5",0.9307187,0.0437662,0.7803059,0.9806991,"     ",""
"S g12 c1 a20 t9",0.8688173,0.0964184,0.55785,0.9720406,"     ",""
"S g13 c1 a25 t12",0.8941742,0.0652873,0.6860706,0.9702983,"     ",""
"S g17 c1 a25 t8",0.9448696,0.0331791,0.8310285,0.9835324,"     ",""
"S g21 c1 a25 t4",0.8440695,0.0453243,0.7337757,0.9140237,"     ",""
"S g61 c1 a73 t12",0.8731145,0.2181717,0.1266316,0.9969472,"     ",""
"S g65 c1 a73 t8",0.9331442,0.1281441,0.1994215,0.998723,"     ",""
"S g69 c1 a73 t4",0.8151006,0.3084848,0.0738954,0.9959109,"     ",""
"r g17 c1 a25 t8",0.2285619,0.1328482,0.0633759,0.5647102,"     ",""
"r g65 c1 a73 t8",0.1188525,0.1907051,0.0037867,0.8271813,"     ",""
"R g12 c1 a12 t1",0.0135968,0.0051971,0.0064083,0.0286168,"     ",""
"R g12 c1 a16 t5",0.027959,0.0097736,0.0140149,0.0550028,"     ",""
"R g12 c1 a20 t9",0.009456,0.0042673,0.0038935,0.0227839,"     ",""
"R g13 c1 a25 t12",0.0153388,0.0045894,0.0085141,0.0274824,"     ",""
"R g17 c1 a25 t8",0.044832,0.0066123,0.0335169,0.0597308,"     ",""
"R g21 c1 a25 t4",0.0219985,0.0047742,0.0143511,0.0335822,"     ",""
"R g61 c1 a73 t12",0.0076975,0.0078619,0.0010307,0.0551096,"     ",""
"R g65 c1 a73 t8",0.0228389,0.0227105,0.0031704,0.1465838,"     ",""
"R g69 c1 a73 t4",0.0110769,0.0112567,0.0014924,0.0774409,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
