"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8454722,0.0315859,0.7730597,0.8978328,"     ",""
"S g12 c1 a16 t5",0.9049734,0.0226899,0.8502559,0.9410822,"     ",""
"S g12 c1 a20 t9",0.6048383,0.0697888,0.4634057,0.7306596,"     ",""
"S g13 c1 a25 t12",0.8112164,0.0269492,0.7526931,0.8584941,"     ",""
"S g17 c1 a25 t8",0.9639459,0.0098766,0.9387171,0.9790207,"     ",""
"S g21 c1 a25 t4",0.9388765,0.0124564,0.9094019,0.9591923,"     ",""
"S g61 c1 a73 t12",0.824369,0.07943,0.6156116,0.9322327,"     ",""
"S g65 c1 a73 t8",0.9668921,0.0196375,0.8977031,0.9898157,"     ",""
"S g69 c1 a73 t4",0.9437517,0.0315859,0.8394123,0.9817704,"     ",""
"r g17 c1 a25 t8",0.538035,0.1448579,0.2709394,0.7849468,"     ",""
"r g65 c1 a73 t8",0.0681036,0.0766052,0.0068137,0.4377254,"     ",""
"R g12 c1 a12 t1",0.0395327,0.0060279,0.0292709,0.0531948,"     ",""
"R g12 c1 a16 t5",0.0538712,0.0077656,0.0405273,0.0712823,"     ",""
"R g12 c1 a20 t9",0.0221053,0.0042715,0.0151144,0.032224,"     ",""
"R g13 c1 a25 t12",0.026003,0.0033143,0.0202393,0.0333523,"     ",""
"R g17 c1 a25 t8",0.0630091,0.0035551,0.0563901,0.0703471,"     ",""
"R g21 c1 a25 t4",0.0463576,0.0039173,0.0392569,0.0546694,"     ",""
"R g61 c1 a73 t12",0.0123619,0.0033774,0.0072254,0.0210723,"     ",""
"R g65 c1 a73 t8",0.0305639,0.0076211,0.0186876,0.0496063,"     ",""
"R g69 c1 a73 t4",0.0222828,0.0057999,0.0133447,0.036983,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
