"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3651629.21079783,2497502.81128833,322929,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3487561.83692946,2402087.32105901,106570,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,3e-04,1000,749,12,6,29,6,39,227,1000,0,749
4,3453270.10890022,2390569.22562585,149832,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,4e-04,6e-04,2000,1440,36,19,58,17,91,242,1000,3,1440
5,3464761.11927798,2376535.96218604,208248,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,4e-04,6e-04,2000,1384,40,25,110,15,144,0,0,3,1384
6,3465847.17079332,2345144.85798344,260219,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,4e-04,6e-04,2000,1302,61,36,104,25,159,0,0,7,1302
7,3325410.83845254,2267880.0827104,392656,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,4e-04,5e-04,2000,1178,106,66,107,40,209,0,0,13,1178
8,3107655.76310695,2135671.38696071,154034,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,4e-04,5e-04,2000,1122,43,19,56,24,96,0,0,2,1122
9,2985036.7286803,2083920.34742206,80103,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,4e-04,5e-04,2000,1096,14,7,48,7,61,0,0,0,1096
10,2897282.96055618,2056401.0450271,39384,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,4e-04,5e-04,2000,1071,8,3,17,5,23,0,0,1,1071
11,2831369.38376928,2041691.05761437,41202,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,4e-04,5e-04,2000,1052,9,7,20,2,28,0,0,0,1052
12,2766512.44769739,2023542.78107484,129724,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,4e-04,5e-04,2000,1011,28,12,55,16,76,0,0,3,1011
