"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.9074934,0.0472222,0.7651074,0.9672617,"     ",""
"S g12 c1 a18 t5",0.9765299,0.0084416,0.9528611,0.9884583,"     ",""
"S g12 c1 a22 t9",0.8145536,0.0861898,0.5894118,0.9307465,"     ",""
"S g12 c1 a25 t12",0.8116315,0.0653843,0.6507684,0.9087838,"     ",""
"S g16 c1 a25 t8",0.9760851,0.0042472,0.9661844,0.9831377,"     ",""
"S g20 c1 a25 t4",0.9058665,0.0348056,0.8121689,0.9553913,"     ",""
"S g60 c1 a73 t11",1,8.183786e-08,0.9999988,1,"     ",""
"S g64 c1 a73 t7",1,8.095326e-09,1,1,"     ",""
"S g68 c1 a73 t2",1,3.807037e-08,0.9999994,1,"     ",""
"r g16 c1 a25 t8",1,0,1,1,"     ",""
"r g64 c1 a73 t7",5.393254e-17,7.195348e-09,-1.410288e-08,1.410288e-08,"     ",""
"R g12 c1 a14 t1",0.0301285,0.0084858,0.0172782,0.0520301,"     ",""
"R g12 c1 a18 t5",0.0448904,0.0112707,0.0273096,0.0729405,"     ",""
"R g12 c1 a22 t9",0.0168577,0.0060345,0.0083294,0.0338201,"     ",""
"R g12 c1 a25 t12",0.0254913,0.0067809,0.0150886,0.0427546,"     ",""
"R g16 c1 a25 t8",0.066904,0.0075936,0.053471,0.0834142,"     ",""
"R g20 c1 a25 t4",0.045246,0.0087853,0.0308303,0.0659437,"     ",""
"R g60 c1 a73 t11",0.0185125,0.0068652,0.008914,0.0380498,"     ",""
"R g64 c1 a73 t7",0.0491596,0.0156911,0.0260783,0.0907657,"     ",""
"R g68 c1 a73 t2",0.0330424,0.0120949,0.0160112,0.0669569,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
