"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8686261,0.0301698,0.7974897,0.9173635,"     ",""
"S g12 c1 a16 t5",0.9098943,0.0241845,0.8499465,0.9473753,"     ",""
"S g12 c1 a20 t9",0.7188717,0.0638947,0.5791281,0.8261449,"     ",""
"S g14 c1 a25 t12",0.8066647,0.0327554,0.7343538,0.8629651,"     ",""
"S g18 c1 a25 t8",0.9427814,0.0150908,0.9049653,0.9661133,"     ",""
"S g22 c1 a25 t4",0.9151712,0.019066,0.8695647,0.9458249,"     ",""
"S g62 c1 a73 t12",0.8227917,0.116937,0.4908621,0.9571933,"     ",""
"S g66 c1 a73 t8",0.9482823,0.0404911,0.7842532,0.9893034,"     ",""
"S g70 c1 a73 t4",0.9231099,0.0588092,0.7029538,0.9838466,"     ",""
"r g18 c1 a25 t8",0.2000679,0.0520471,0.1167798,0.3211578,"     ",""
"r g66 c1 a73 t8",0.043328,0.0514851,0.0039537,0.3406987,"     ",""
"R g12 c1 a12 t1",0.0171536,0.0031488,0.0119581,0.0245501,"     ",""
"R g12 c1 a16 t5",0.0309279,0.00519,0.0222246,0.04289,"     ",""
"R g12 c1 a20 t9",0.0143678,0.0032007,0.0092734,0.0221981,"     ",""
"R g14 c1 a25 t12",0.0201349,0.0031134,0.0148578,0.0272343,"     ",""
"R g18 c1 a25 t8",0.0430519,0.0031737,0.0372433,0.0497196,"     ",""
"R g22 c1 a25 t4",0.0240116,0.0026876,0.0192711,0.0298827,"     ",""
"R g62 c1 a73 t12",0.0095927,0.0036499,0.0045408,0.0201513,"     ",""
"R g66 c1 a73 t8",0.0207651,0.0073513,0.0103323,0.0412927,"     ",""
"R g70 c1 a73 t4",0.0114634,0.0042251,0.005553,0.0235159,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
